Street Name,Project,Developers,City,Province,Country,Postal Code,Completion,Building Type,Num Floors,Status,Brochure URL,Photos,Price,Bed,Area,Unit Url,Description,Status,Parking Included,Parking Price,Locker Included,Locker Price,Building Type,Deposit Structure
2673 Bayview Avenue,2673 Bayview Avenue Towns,Kingsmen Group Inc,York Mills-Denlow,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,700 sq.ft.,https://www.talkcondo.com/toronto/2673-bayview-avenue-towns/,"2673 Bayview Avenue Towns is a new condominium development by Kingsmen Group Inc. currently in pre-construction located at 2673 Bayview Avenue, Toronto in the York Mills-Denlow neighbourhood with a 50/100 walk score and a 67/100 transit score. 2673 Bayview Avenue Towns is designed by Hunt Design Associates Inc.. The project has a total of 10 suites. 2673 Bayview Avenue Towns is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Townhouse,
2577 Yonge Street,2577 Yonge Street Condos,Pyxis,Yonge & Eglinton,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/05/2577-yonge-street-condos-rendering-001-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/2577-yonge-street-condos/,"2577 Yonge Street Condos is a new condominium development by Pyxis currently in pre-construction located at 2577 Yonge Street, Toronto in the Yonge & Eglinton neighbourhood with a 91/100 walk score and a 83/100 transit score. 2577 Yonge Street Condos is designed by Paul Raff Studio. The project is 9 storeys tall and has a total of 13 suites. 2577 Yonge Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
2402 Dufferin Street,2402 Dufferin Street Condos,Lindvest,Fairbank,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2022/01/2402-dufferin-street-condos-rendering-01-260x260.jpg,,,662 sq.ft.,https://www.talkcondo.com/toronto/2402-dufferin-street-condos/,"2402 Dufferin Street Condos is a new condominium development by Lindvest currently in pre-construction located at 2402 Dufferin Street, Toronto in the Fairbank neighbourhood with a 83/100 walk score and a 78/100 transit score. 2402 Dufferin Street Condos is designed by RAW Design. The project is 24 storeys tall and has a total of 405 suites. 2402 Dufferin Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo &Townhouse,
26 Imperial Street,24 Imperial Street Condos,Wakefield Realty Corporation,Chaplin Estates,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/12/24-imperial-street-condos-rendering-003-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/24-imperial-street-condos/,"24 Imperial Street Condos is a new condominium development by Wakefield Realty Corporation currently in pre-construction located at 26 Imperial Street, Toronto in the Chaplin Estates neighbourhood with a 96/100 walk score and a 92/100 transit score. 24 Imperial Street Condos is designed by Turner Fleischer Architects. The project is 9 storeys tall and has a total of 30 suites. 24 Imperial Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
2231 Saint Clair Avenue West,2231 St. Clair Avenue West Condos,Marlin Spring Developments,The Junction,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/2231-st-clair-avenue-west-condos/,"2231 St. Clair Avenue West Condos is a new condominium development by Marlin Spring Developments currently in pre-construction located at 2231 Saint Clair Avenue West, Toronto in the The Junction neighbourhood with a 72/100 walk score and a 81/100 transit score. 2231 St. Clair Avenue West Condos is designed by RAW Design. The project is 12 storeys tall and has a total of 302 suites. 2231 St. Clair Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
2128 Yonge Street,2128 Yonge Street Condos,Reserve Properties,Chaplin Estates,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/02/2128-yonge-street-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/2128-yonge-street-condos/,"2128 Yonge Street Condos is a new condominium development by Reserve Properties currently in pre-construction located at 2128 Yonge Street, Toronto in the Chaplin Estates neighbourhood with a 98/100 walk score and a 94/100 transit score. 2128 Yonge Street Condos is designed by IBI Group. The project is 12 storeys tall and has a total of 80 suites. 2128 Yonge Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
215 Lonsdale Road,215 Lonsdale Condos,Core Development Group,Forest Hill,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2016/09/215-lonsdale-road-condos-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/215-lonsdale-condos/,"215 Lonsdale Condos is a new condominium development by Core Development Group currently in pre-construction located at 215 Lonsdale Road, Toronto in the Forest Hill neighbourhood with a 76/100 walk score and a 85/100 transit score. 215 Lonsdale Condos is designed by Makow Associates Architect.  ranging from 932 sq.ft to 1,663 sq.ft. 215 Lonsdale Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
210 Bloor Street West,210 Bloor Street West Condos,Tribute Communities,The Annex,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2018/12/210-bloor-street-west-condos-rendering-001-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/210-bloor-street-west-condos/,"210 Bloor Street West Condos is a new condominium development by Tribute Communities currently in pre-construction located at 210 Bloor Street West, Toronto in the The Annex neighbourhood with a 97/100 walk score and a 100/100 transit score. 210 Bloor Street West Condos is designed by CORE Architects. The project is 29 storeys tall and has a total of 42 suites. 210 Bloor Street West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
208 Bloor Street West,208 Bloor Street West Condos,Plaza Partners,The Annex,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/02/208-bloor-street-west-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/208-bloor-street-west-condos/,"208 Bloor Street West Condos is a new condominium development by Plaza Partners currently in pre-construction located at 208 Bloor Street West, Toronto in the The Annex neighbourhood with a 93/100 walk score and a 95/100 transit score. 208 Bloor Street West Condos is designed by BDP Quadrangle. The project is 34 storeys tall and has a total of 142 suites. 208 Bloor Street West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
200 Saint Clair Avenue West,200 St Clair Ave Condos,Stafford Homes,Forest Hill,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/200-st-clair-ave-condos/,"200 St Clair Ave Condos is a new condominium development by Stafford Homes currently in pre-construction located at 200 Saint Clair Avenue West, Toronto in the Forest Hill neighbourhood with a 88/100 walk score and a 87/100 transit score. The project is 12 storeys tall and has a total of 130 suites. 200 St Clair Ave Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
2 Bloor Street West,2 Bloor Street West Condos,KingSett Capital,Yorkville,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/2-bloor-street-west-condos/,"2 Bloor Street West Condos is a new condominium development by KingSett Capital currently in pre-construction located at 2 Bloor Street West, Toronto in the Yorkville neighbourhood with a 100/100 walk score and a 97/100 transit score. 2 Bloor Street West Condos is designed by Giannone Petricone Associates Inc.. The project is 75 storeys tall and has a total of 1,650 suites. 2 Bloor Street West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1956 Weston Road,1956 Weston Road Condos,Weston Asset Management,Weston,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/12/1956-weston-road-condos-rendering-003-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1956-weston-road-condos/,"1956 Weston Road Condos is a new condominium development by Weston Asset Management currently in pre-construction located at 1956 Weston Road, Toronto in the Weston neighbourhood with a 92/100 walk score and a 80/100 transit score. 1956 Weston Road Condos is designed by Graziani + Corazza Architects Inc.. The project is 35 storeys tall and has a total of 733 suites. 1956 Weston Road Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1837 Bayview Avenue,1837 Bayview Avenue Condos,The Gupta Group,Leaside,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2022/01/1837-bayview-avenue-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1837-bayview-avenue-condos/,"1837 Bayview Avenue Condos is a new condominium development by The Gupta Group currently in pre-construction located at 1837 Bayview Avenue, Toronto in the Leaside neighbourhood with a 82/100 walk score and a 71/100 transit score. 1837 Bayview Avenue Condos is designed by IBI Group. The project is 25 storeys tall and has a total of 288 suites. 1837 Bayview Avenue Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1812 Eglinton Avenue West,1812 Eglinton Avenue West Condos,DMJ Eglinton Development Corporation,Fairbank,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,662 sq.ft.,https://www.talkcondo.com/toronto/1812-eglinton-avenue-west-condos/,"1812 Eglinton Avenue West Condos is a new condominium development by DMJ Eglinton Development Corporation currently in pre-construction located at 1812 Eglinton Avenue West, Toronto in the Fairbank neighbourhood with a 81/100 walk score and a 78/100 transit score. 1812 Eglinton Avenue West Condos is designed by IBI Group. The project is 30 storeys tall and has a total of 381 suites. 1812 Eglinton Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1821 Weston Road,1821 Weston Road Condos,BSaR Group of Companies,Weston,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/02/1821-weston-road-condos-rendering-002-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1821-weston-road-condos/,"1821 Weston Road Condos is a new condominium development by BSaR Group of Companies currently in pre-construction located at 1821 Weston Road, Toronto in the Weston neighbourhood with a 77/100 walk score and a 83/100 transit score. 1821 Weston Road Condos is designed by Turner Fleischer Architects. The project is 38 storeys tall and has a total of 446 suites. 1821 Weston Road Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
183 Avenue Road,183 Avenue Road Condos,K P Isberg Construction Inc,Summerhill,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2017/03/183-avenue-road-condos-rendering-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/183-avenue-road-condos/,"183 Avenue Road Condos is a new condominium development by K P Isberg Construction Inc currently in pre-construction located at 183 Avenue Road, Toronto in the Summerhill neighbourhood with a 97/100 walk score and a 91/100 transit score. 183 Avenue Road Condos is designed by BBB Architects. The project is 10 storeys tall and has a total of 18 suites. 183 Avenue Road Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
180 Sheppard Avenue East,180 Sheppard Avenue East Condos,Marpake Holdings Limited,Willowdale,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2017/07/monocle-condos-rendering-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/180-sheppard-avenue-east-condos/,"180 Sheppard Avenue East Condos is a new condominium development by Marpake Holdings Limited currently in pre-construction located at 180 Sheppard Avenue East, Toronto in the Willowdale neighbourhood with a 87/100 walk score and a 88/100 transit score. 180 Sheppard Avenue East Condos is designed by HOK. The project is 8 storeys tall and has a total of 7 suites. 180 Sheppard Avenue East Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1670 Avenue Road,1670 Avenue Road Condos,Starbank Group of Companies,Ledbury Park,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1670-avenue-road-condos/,"1670 Avenue Road Condos is a new condominium development by Starbank Group of Companies currently in pre-construction located at 1670 Avenue Road, Toronto in the Ledbury Park neighbourhood with a 75/100 walk score and a 69/100 transit score. 1670 Avenue Road Condos is designed by BDP Quadrangle. The project is 9 storeys tall and has a total of 58 suites. 1670 Avenue Road Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1575 Lawrence Avenue West,1575 Lawrence Avenue West Condos,Laguna Mar Holdings Inc,Amesbury,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/12/1575-lawrence-avenue-west-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1575-lawrence-avenue-west-condos/,"1575 Lawrence Avenue West Condos is a new condominium development by Laguna Mar Holdings Inc. currently in pre-construction located at 1575 Lawrence Avenue West, Toronto in the Amesbury neighbourhood with a 48/100 walk score and a 70/100 transit score. 1575 Lawrence Avenue West Condos is designed by Giancarlo Garofalo Architect Inc.. The project is 11 storeys tall and has a total of 119 suites. 1575 Lawrence Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
